word|score|sub|emotion|validar score|caso especial
ni|6|Negaciones|Negaciones||
ningún|6|Negaciones|Negaciones||
ningún|6|Negaciones|Negaciones||
ninguna|6|Negaciones|Negaciones||
ninguno|6|Negaciones|Negaciones||
no|7|Superlativos|Superlativos||
buenísimo|7|Superlativos|Superlativos||
extra|7|Superlativos|Superlativos||
máximo|7|Superlativos|Superlativos||
mayor|7|Superlativos|Superlativos||
mejores |7|Superlativos|Superlativos||
muy|7|Superlativos|Superlativos||
óptimo|7|Superlativos|Superlativos||
prontísimo|7|Superlativos|Superlativos||
súper|7|Superlativos|Superlativos||
tan|8|Superlativos Negativos|Superlativos Negativos||
malísimo|8|Superlativos Negativos|Superlativos Negativos||
mínimo|8|Superlativos Negativos|Superlativos Negativos||
pésimo|8|Superlativos Negativos|Superlativos Negativos||
poco|8|Superlativos Negativos|Superlativos Negativos||
tardísimo|8|Superlativos Negativos|Superlativos Negativos||
